1,1,54.14,60.41,121.32000000000001,56.59,1,1,1.0
1,2,0.0,14.91,15.72,29.319999999999997,1,1,1.0
1,3,313.43,0.87,397.71,113.46,1,1,1.0
1,4,97.02,0.0,211.73000000000002,64.03,1,1,1.0
2,1,35.94,56.36,121.32,56.599999999999994,1,1,1.0
2,2,0.0,14.91,12.7,26.290000000000003,1,1,1.0
2,3,313.43,0.87,397.43,113.46,1,1,1.0
2,4,96.97,0.0,211.77,63.95,1,1,1.0
3,1,13.7,52.32,121.32000000000001,56.589999999999996,1,1,1.0
3,2,0.0,14.91,5.6,23.290000000000003,1,1,1.0
3,3,313.43,0.87,397.14000000000004,113.46,1,1,1.0
3,4,96.92,0.0,211.81,63.86,1,1,1.0
4,1,7.63,49.79,107.18,54.07,1,1,1.0
4,3,313.43,0.87,396.85999999999996,113.46,1,1,1.0
4,4,96.87,0.0,211.86,63.78,1,1,1.0
5,1,1.57,47.26,93.03,51.54,1,1,1.0
5,3,313.43,0.87,396.57,113.46,1,1,1.0
5,4,96.82,0.0,211.90000000000003,63.69,1,1,1.0
6,1,1.57,47.26,74.83000000000001,51.54,1,1,1.0
6,3,313.35,0.85,396.4599999999999,113.29,1,1,1.0
6,4,96.77,0.0,211.94,63.61,1,1,1.0
7,1,1.57,45.2,57.63,45.5,1,1,1.0
7,3,313.27,0.84,396.36,113.11,1,1,1.0
7,4,96.72,0.0,211.98999999999998,63.52,1,1,1.0
8,1,1.57,45.2,41.43,41.5,1,1,1.0
8,3,313.2,0.82,396.24000000000007,112.94000000000001,1,1,1.0
8,4,96.67,0.0,212.02999999999997,63.44,1,1,1.0
9,1,1.57,45.2,23.23,37.5,1,1,1.0
9,3,313.12,0.8,396.13,112.77,1,1,1.0
9,4,96.62,0.0,212.07,63.35,1,1,1.0
10,1,1.57,45.2,11.129999999999999,32.39999999999999,1,1,1.0
10,5,917.53,190.82,41.450000000000045,71.79000000000002,1,1,1.0
10,3,313.05,0.79,396.02000000000004,112.58,1,1,1.0
10,4,96.58,0.0,212.10000000000002,63.27,1,1,1.0
11,5,867.99,173.64,92.00999999999999,96.06,1,1,1.0
11,3,312.97,0.77,395.90999999999997,112.41000000000001,1,1,1.0
11,4,96.53,0.0,212.15,63.18,1,1,1.0
12,5,824.52,158.47,134.48000000000002,104.13000000000002,1,1,1.0
12,3,312.89,0.76,395.80000000000007,112.22999999999999,1,1,1.0
12,4,96.48,0.0,212.19,63.1,1,1,1.0
13,5,779.02,147.35,180.98000000000002,113.25000000000003,1,1,1.0
13,3,312.82,0.74,395.69,112.06,1,1,1.0
13,4,96.43,0.0,212.23000000000002,63.01,1,1,1.0
14,5,735.55,151.39,224.45000000000005,120.31,1,1,1.0
14,6,0.55,172.63,15.17,57.620000000000005,1,1,1.0
14,3,312.74,0.73,395.58000000000004,111.88,1,1,1.0
14,4,96.38,0.0,212.28000000000003,62.92,1,1,1.0
15,5,696.1,141.3,263.9,121.30000000000001,1,1,1.0
15,6,0.55,165.5,33.35,74.9,1,1,1.0
15,3,312.66,0.71,395.46999999999997,111.7,1,1,1.0
15,4,96.33,0.0,212.32,62.84,1,1,1.0
16,5,656.6,136.3,273.1,114.19999999999999,1,1,1.0
16,6,0.55,165.5,53.550000000000004,91.10000000000002,1,1,1.0
16,3,312.59,0.69,395.36000000000007,111.53,1,1,1.0
16,4,96.28,0.0,212.35999999999999,62.75,1,1,1.0
17,5,616.2,126.19,271.03999999999996,112.21000000000001,1,1,1.0
17,6,0.55,165.5,73.75,102.19999999999999,1,1,1.0
17,3,312.51,0.68,395.25,111.35,1,1,1.0
17,4,96.23,0.0,212.40999999999997,62.67,1,1,1.0
18,5,587.79,121.64,261.5300000000001,108.98,1,1,1.0
18,6,7.87,172.93,94.19,110.01999999999998,1,1,1.0
18,3,312.44,0.66,395.13000000000005,111.18,1,1,1.0
18,4,96.18,0.0,212.45,62.58,1,1,1.0
19,5,559.38,117.09,252.02999999999997,105.75,1,1,1.0
19,6,15.18,180.37,114.65,117.82999999999998,1,1,1.0
